brand_id,brand_name,brand_industry,brand_budget,brand_email,influencer_id,influencer_name,influencer_category,followers_count,engagement_rate,trending_points,avg_views,avg_likes,avg_comments,past_campaign_success
401,Young Group,Health & Wellness,655214,sarah97@example.org,1401,Jennifer Owen,Sports,960041,5.2,64,457882,27141,1298,0.73
402,Salazar-Preston,Technology,566737,monroebryan@example.com,1402,Chelsea Bailey,Fitness,575327,5.2,57,146781,9871,188,0.58
403,Austin-Frank,Beverages,313969,jonathanmarquez@example.org,1403,Rebecca Cook,Fitness,753759,2.9,82,292418,26999,1772,0.67
404,Thompson-Smith,Health & Wellness,1427496,williamsjohn@example.com,1404,Erica Walker,Lifestyle,919911,5.9,71,293394,5755,2744,0.63
405,"Harrison, Smith and Tyler",Entertainment,930192,maria76@example.net,1405,Mary Wood,Food,63452,4.9,83,305815,31510,2480,0.84
406,"Jimenez, Mays and Cook",Entertainment,1670673,kaylabrooks@example.com,1406,Kimberly Luna,Sports,798958,2.5,94,318522,1611,2505,0.72
407,"Pacheco, Robinson and Smith",Fashion,403600,nweeks@example.net,1407,Thomas Perry,Tech,636474,4.6,91,427031,21515,2068,0.7
408,Tyler-Wood,Beverages,452217,shorne@example.org,1408,Emily Jones,Fashion,527030,4.4,93,209563,6828,1876,0.6
409,Woodward-Miller,Beverages,432593,smills@example.net,1409,Ashley Valenzuela MD,Fitness,664378,5.7,61,459184,6544,1969,0.69
410,Hernandez Inc,Technology,1325281,rosalesjeffery@example.org,1410,Chloe Mccoy,Food,468195,2.7,72,458861,38461,2473,0.78
411,"Yoder, Day and Thomas",Technology,810384,fmorris@example.net,1411,Jeffrey Vargas,Food,964406,5.9,84,313282,37509,1504,0.6
412,"Smith, Hogan and Davis",Food & Beverage,1774393,maxwellmichelle@example.com,1412,Ernest Hanson,Fitness,883982,4.4,94,292534,13179,891,0.52
413,Burton-Lewis,Fashion,827949,zsmith@example.net,1413,John Bush,Sports,390326,3.8,58,473531,17950,1089,0.81
414,Hays-Rodriguez,Technology,113162,woodkevin@example.org,1414,Christopher Ballard,Travel,309107,2.8,51,117966,28117,1771,0.69
415,"Hawkins, Reeves and Reid",Automotive,427708,olsonmatthew@example.org,1415,Dawn Wells,Lifestyle,483457,5.3,83,48219,31777,118,0.86
416,Sullivan-Snow,Apparel,1802399,michael58@example.net,1416,Christopher Mcconnell,Fashion,585613,5.3,72,452728,38734,770,0.53
417,"Gardner, Johnson and Robinson",Entertainment,321750,klee@example.com,1417,Tina Compton,Fitness,840879,3.3,71,24561,1663,532,0.88
418,Fuller PLC,Beverages,558558,matthewrodgers@example.org,1418,Jason Parsons,Sports,749993,5.7,77,340989,21744,407,0.85
419,King-Kaufman,Automotive,1206107,keithflowers@example.net,1419,Laura Jacobs,Automotive,75747,5.9,79,90594,14744,2102,0.77
420,Ortega Ltd,Fashion,148761,erubio@example.net,1420,Karen George,Sports,24670,5.0,73,210384,21346,1922,0.67
421,Weber and Sons,Fashion,422930,fcraig@example.net,1421,Vanessa Burnett,Lifestyle,176799,4.4,64,7959,8519,1281,0.66
422,Mcguire-Carr,Apparel,1051427,dvargas@example.com,1422,Connie Barnes,Travel,408978,5.4,60,134704,10084,1370,0.64
423,"Alexander, Liu and Farmer",Health & Wellness,175465,tmercado@example.com,1423,David Hill,Fashion,949907,4.0,71,86143,22048,145,0.75
424,Sherman and Sons,Apparel,156248,joshua48@example.net,1424,Tammy Powers,Food,195890,5.0,69,366724,9732,706,0.71
425,Hansen-Parker,Beverages,698197,frytiffany@example.com,1425,Levi Lawson,Travel,471752,3.3,95,415580,19636,829,0.61
426,Hickman Group,Food & Beverage,1424288,smarshall@example.net,1426,Natalie Underwood,Lifestyle,275180,3.4,77,82833,48018,1407,0.66
427,Williams-Owen,Fashion,928381,rmeadows@example.com,1427,Jacob Wood,Food,613810,2.6,53,281866,27617,2875,0.76
428,"Edwards, Fletcher and Day",Technology,1472753,gwilson@example.com,1428,Brian Byrd,Fashion,359137,3.2,67,60210,13107,2532,0.85
429,Mcneil Inc,Automotive,908330,brentstevenson@example.com,1429,Sharon Henderson,Automotive,581026,2.0,81,161386,42723,1070,0.8
430,Davis-Rojas,Entertainment,451155,garciachristian@example.org,1430,Eric Clay,Automotive,512322,3.0,84,120337,11118,2948,0.59
431,Brown LLC,Beverages,379629,jasonestrada@example.net,1431,Robert Sanchez,Fashion,437311,5.3,68,269920,22740,1555,0.85
432,"Stevens, Cross and Cook",Technology,862300,claudia80@example.net,1432,Daniel Thompson,Travel,23878,5.8,63,34458,25422,392,0.57
433,"Lewis, Ashley and Rowe",Fashion,1887350,victoriacervantes@example.org,1433,Nicole Hopkins,Food,183277,3.3,70,57838,21438,181,0.92
434,Lucero Group,Entertainment,1083793,connorhansen@example.net,1434,Amanda Murray,Automotive,758889,5.1,62,453220,40608,2819,0.61
435,Shaw-Wang,Apparel,668625,kelly95@example.net,1435,Erica Cunningham,Automotive,172529,2.0,63,475578,47353,1411,0.95
436,Daniels and Sons,Technology,1385425,russellerin@example.org,1436,Alice Murray,Tech,308256,3.8,63,360331,19044,1964,0.63
437,"Huang, Lane and Larsen",Beverages,1650665,jennifer10@example.org,1437,Melissa Hurley,Travel,423874,5.6,89,109650,38204,2276,0.76
438,Howell-Carter,Technology,905231,ivan10@example.com,1438,Ashley Gordon,Tech,605536,5.7,73,335931,17044,1827,0.71
439,Gomez Ltd,Health & Wellness,1854461,angela52@example.com,1439,Anne Gill,Fitness,421128,2.4,51,244963,10187,2474,0.74
440,Mcconnell Inc,Automotive,1830941,michael04@example.org,1440,Lisa Calderon,Travel,572988,2.4,82,275618,29297,1107,0.57
441,Khan-Mercer,Food & Beverage,635271,cochranshannon@example.com,1441,Vickie Mccullough,Travel,938710,3.7,91,22722,19630,2958,0.66
442,"Reynolds, Stewart and Martinez",Fashion,596172,lambertchristine@example.net,1442,Wesley Daugherty,Tech,641675,2.4,62,87413,1175,1994,0.68
443,Lopez-Kirby,Technology,258946,harveyjames@example.net,1443,Edward Moore,Automotive,443941,5.6,64,351084,41057,653,0.61
444,"Riddle, Matthews and Manning",Food & Beverage,906252,riveracaroline@example.com,1444,Eugene Garcia,Food,783339,5.3,78,308617,20929,2261,0.88
445,"Hart, Morales and Leach",Fashion,791282,amysullivan@example.org,1445,Jeffrey Valdez,Lifestyle,382048,4.5,71,392717,10689,2740,0.77
446,Taylor and Sons,Food & Beverage,287727,uthompson@example.net,1446,Candice Beard,Tech,324924,2.9,85,122868,41762,2588,0.82
447,Walker-Walton,Entertainment,1104897,jennifer23@example.org,1447,David White,Food,903748,5.8,90,388190,44710,169,0.88
448,"Ortega, Castro and Cook",Entertainment,1576701,bryan11@example.com,1448,Amanda Thompson,Food,566558,2.6,80,240229,4092,2054,0.55
449,"Bryant, Peterson and Sawyer",Health & Wellness,1970079,cody64@example.com,1449,Travis Gibson,Lifestyle,621640,4.5,66,374108,11222,2951,0.59
450,Yates-Gilbert,Automotive,1639177,pooleryan@example.net,1450,Angela Long,Lifestyle,43544,4.0,81,406964,19978,608,0.75
451,Yoder Ltd,Food & Beverage,531028,cobbmark@example.com,1451,Maurice Cantu,Food,614913,4.7,66,59973,34168,418,0.91
452,"Johns, Mejia and Carpenter",Entertainment,231266,woodsjoseph@example.org,1452,Steven Morris,Travel,846466,5.2,58,320533,9046,1188,0.74
453,Mccullough Group,Technology,340918,kirbyjessica@example.net,1453,Steve Newton,Lifestyle,871130,5.0,82,406428,46351,1277,0.77
454,"Lyons, Brown and Hall",Technology,569120,ydrake@example.com,1454,John Cruz,Sports,70249,2.0,59,349167,41293,2251,0.83
455,Smith and Sons,Beverages,1723575,laura39@example.com,1455,Jessica Wood,Automotive,420628,2.1,94,324266,43687,1551,0.61
456,"Lucas, Green and Jones",Apparel,1196432,smithdenise@example.com,1456,Stephanie Jones,Lifestyle,961616,4.8,54,80445,26311,2525,0.72
457,"Reynolds, Conrad and Johnson",Automotive,1564285,chapmanaaron@example.net,1457,Mark Johnson,Automotive,670347,4.0,50,295187,26416,911,0.53
458,Lucero PLC,Entertainment,162870,scottmartinez@example.org,1458,Rachel Johnson,Tech,53572,2.4,91,47197,15078,976,0.92
459,Flowers-Wilson,Fashion,1357479,bakertara@example.org,1459,Lauren Henson,Sports,482045,2.5,81,486661,17050,1642,0.52
460,"Hartman, Barrera and Richardson",Food & Beverage,772616,ashleylopez@example.net,1460,Corey Evans,Lifestyle,97173,3.1,62,257326,10675,2085,0.82
461,Roberts Group,Technology,275147,kennedydavid@example.com,1461,Melissa Morris,Lifestyle,110869,2.9,50,321854,47680,899,0.56
462,"Nguyen, Myers and Dawson",Automotive,181650,chernandez@example.com,1462,Rhonda Graham,Fashion,688524,5.7,71,488339,4016,1132,0.8
463,Horton-Henderson,Beverages,474481,qowens@example.org,1463,Thomas Young,Tech,300474,2.2,66,315276,6897,1818,0.56
464,Martinez and Sons,Health & Wellness,609447,robinsonleslie@example.com,1464,Samantha Wade,Lifestyle,752733,2.5,85,68014,14263,2932,0.81
465,Schneider-Jenkins,Automotive,1871961,mcintoshrobert@example.net,1465,Thomas Leblanc,Sports,923287,2.8,84,165619,21167,2906,0.69
466,Harding PLC,Automotive,1993471,amiller@example.com,1466,Stacy Gonzalez,Food,950136,2.9,94,146873,47191,1799,0.76
467,"Camacho, Harris and Zuniga",Health & Wellness,1812420,fsanchez@example.org,1467,Jessica Flores,Travel,264615,4.4,74,464509,29462,75,0.58
468,Reed Ltd,Automotive,52895,zachary66@example.org,1468,Karl Parks,Fitness,224219,4.2,51,370136,41302,291,0.59
469,Gordon-Mcfarland,Fashion,1901984,fitzpatrickgeorge@example.net,1469,David Jimenez,Fashion,399418,4.4,66,467167,23471,1642,0.81
470,Howell Ltd,Beverages,131497,hadams@example.com,1470,Shawn Miller,Travel,537897,3.4,74,122254,43720,72,0.57
471,Taylor and Sons,Technology,1851235,chadbrown@example.net,1471,Melanie Mccoy,Lifestyle,146109,3.9,63,68574,1614,2003,0.88
472,Hunt Group,Food & Beverage,558412,danielle29@example.org,1472,Casey Martin,Fashion,959209,3.1,70,258270,6637,1908,0.58
473,"Parks, Rocha and Pope",Food & Beverage,1070499,melissa10@example.net,1473,Nicholas Williams,Fashion,539009,2.2,67,43112,38325,602,0.75
474,Howard-Munoz,Entertainment,1866668,mparker@example.net,1474,David Vang,Lifestyle,987096,4.8,82,160611,18040,1209,0.89
475,"Johnson, Collins and Smith",Beverages,521754,seth37@example.org,1475,Sarah Snyder,Tech,558368,4.0,76,83144,28212,1384,0.65
476,"Shelton, Cook and Bailey",Food & Beverage,1967665,brian51@example.net,1476,Jeffrey Thomas,Fitness,441361,4.5,91,443005,16182,1886,0.52
477,Cobb-Perez,Apparel,266340,jrodriguez@example.org,1477,Michele Brown DVM,Fashion,798923,3.3,83,116144,4704,1750,0.77
478,"Campbell, English and Butler",Fashion,336550,jamessimpson@example.net,1478,Candice Hutchinson,Lifestyle,897405,5.2,69,225250,5343,1633,0.86
479,Lewis-Phillips,Technology,1555789,cheryllyons@example.com,1479,Jeffrey Frost,Sports,428610,5.9,55,245409,5767,65,0.88
480,Nielsen-Thomas,Food & Beverage,274263,zcollins@example.org,1480,Donna Nelson,Tech,458476,4.3,76,396964,11823,1151,0.91
481,Allen-Ramos,Food & Beverage,1846473,zharris@example.net,1481,Maxwell Preston,Automotive,207377,2.8,59,296946,11339,1249,0.81
482,Day Group,Food & Beverage,1971835,kara55@example.org,1482,Jessica Suarez,Sports,248633,3.6,94,364670,19203,471,0.93
483,Lee Ltd,Health & Wellness,533294,rebecca94@example.net,1483,Catherine Hernandez,Tech,674721,2.4,50,328047,21094,2459,0.84
484,Galvan-Conley,Fashion,426491,michael43@example.net,1484,Autumn Smith,Fitness,894824,4.8,84,472862,17482,2113,0.76
485,"Williams, Kirby and Ayala",Technology,1724750,jason83@example.com,1485,Joseph Green,Fitness,409914,5.4,84,148487,45387,1594,0.78
486,Williams LLC,Food & Beverage,1905887,ncuevas@example.org,1486,Jennifer Patterson,Fashion,178633,4.7,58,106044,15634,2693,0.54
487,Russell-Harris,Fashion,1974053,jpowell@example.org,1487,Mrs. Daisy Branch MD,Food,82403,3.7,61,40641,37222,418,0.8
488,Anderson-Singh,Technology,1917409,nealbarbara@example.com,1488,Spencer Simmons,Sports,967320,2.2,55,468512,6690,2734,0.63
489,Jones and Sons,Automotive,1632482,gwalker@example.org,1489,Shannon Mahoney,Food,340516,5.0,52,423692,33457,684,0.56
490,Brown-Hutchinson,Food & Beverage,792846,richard90@example.net,1490,Eric Haley,Sports,994261,2.5,63,369603,13413,2960,0.92
491,Ramsey Ltd,Technology,558835,carolynharvey@example.net,1491,Marissa Duke,Automotive,571807,4.8,67,147834,38177,944,0.88
492,"Carroll, Wall and Thompson",Entertainment,1172746,hnicholson@example.org,1492,Jennifer Owens,Lifestyle,16042,5.4,82,383762,39365,1664,0.81
493,"Bennett, Jones and Johns",Entertainment,1337570,thompsontonya@example.net,1493,Aaron Kennedy,Fashion,451150,6.0,61,311597,46408,350,0.92
494,Sampson LLC,Beverages,845834,pholland@example.org,1494,Kristen Smith,Travel,301201,6.0,93,264436,8328,1378,0.91
495,Lambert-Martin,Fashion,262241,christinataylor@example.com,1495,Matthew Martin,Sports,747054,5.5,87,403371,41971,2889,0.65
496,Campbell PLC,Apparel,582148,ysantiago@example.com,1496,Tara Oconnell,Fashion,376214,2.9,83,320302,43337,1928,0.57
497,"Oneill, Martin and Reed",Automotive,1795597,klamb@example.com,1497,Karen Butler,Sports,350982,4.7,75,80808,20259,1754,0.62
498,"Simmons, Lyons and Young",Apparel,1050722,sarah53@example.net,1498,Benjamin Nelson,Sports,324722,3.4,91,284760,10496,782,0.57
499,Herrera Ltd,Automotive,455733,tom07@example.org,1499,Stefanie Wilson,Sports,642505,5.7,76,293694,7693,779,0.52
500,Ware PLC,Food & Beverage,1589841,brownkeith@example.org,1500,Lori Martin,Fashion,331253,3.4,81,203708,30168,2765,0.66
501,Mills Group,Health & Wellness,1004823,bridgeslaura@example.com,1501,Mrs. Whitney Mason,Automotive,479303,2.2,65,262476,47038,574,0.73
502,Jordan-Riley,Apparel,1112267,ptaylor@example.org,1502,Dawn Hawkins,Lifestyle,622198,5.2,90,230522,48826,451,0.7
503,"Shelton, Sullivan and Mercado",Technology,750575,wball@example.com,1503,Kelly Hamilton,Fitness,217985,5.1,76,94129,12705,677,0.72
504,Wolfe-Butler,Apparel,787806,rebecca56@example.org,1504,Lori Scott,Automotive,592498,5.7,77,256814,6452,1548,0.74
505,"Hansen, Roy and Jimenez",Food & Beverage,1080166,justin39@example.org,1505,Gregory Walker,Fashion,352334,4.5,62,275170,28284,1369,0.53
506,Miles Group,Technology,1940379,ygarcia@example.org,1506,Jeffrey Collins,Fitness,269746,3.8,51,302693,36238,2016,0.56
507,Contreras Inc,Food & Beverage,1641560,james93@example.org,1507,James Hebert,Food,757149,4.1,81,346310,10510,378,0.57
508,"Moore, Walker and Herrera",Technology,697738,nancyfreeman@example.net,1508,Stacy Dalton,Fitness,250224,4.3,89,499002,47796,1030,0.9
509,Hunter Ltd,Entertainment,1640627,ericlarson@example.net,1509,Colleen Heath,Food,521037,2.1,65,19069,4358,1716,0.71
510,Moore-Hays,Beverages,884345,yavery@example.org,1510,Thomas Owens,Travel,562360,4.6,84,165283,41278,1357,0.83
511,Dominguez-Dalton,Beverages,1068893,lewisbrenda@example.com,1511,Joan Olsen,Tech,266622,5.1,89,439638,15915,2964,0.78
512,Wilkinson LLC,Health & Wellness,1716537,rogerstiffany@example.net,1512,James Herring,Tech,724444,2.7,87,472639,1396,540,0.74
513,Buckley Inc,Automotive,1122675,jennifer26@example.net,1513,Robert Edwards,Automotive,937632,5.8,50,356074,5915,1623,0.74
514,Odom-Brown,Entertainment,1881592,mparker@example.net,1514,Jennifer Pennington,Lifestyle,577922,3.6,57,162964,46094,485,0.53
515,Stone-Moore,Apparel,1172521,wallsashley@example.org,1515,Vanessa Henderson,Fashion,270769,2.3,78,243260,44336,1198,0.93
516,Davis-Moyer,Food & Beverage,271372,uwhite@example.org,1516,Brandi Stein,Fashion,393467,4.0,79,249791,21899,1800,0.53
517,Ramirez LLC,Apparel,586323,christianwise@example.com,1517,Kayla Brown,Food,898488,4.1,91,289506,26948,2611,0.93
518,Hernandez PLC,Entertainment,750787,christina40@example.com,1518,Daniel Lawrence,Automotive,135959,5.3,60,329642,40813,366,0.73
519,Anderson-Harris,Entertainment,793092,owensheather@example.net,1519,Ryan Martin,Food,332343,3.8,66,87627,5323,1348,0.64
520,Davis-Gomez,Apparel,467863,shannon43@example.org,1520,John Thomas,Lifestyle,636835,3.8,54,405548,7085,1417,0.89
521,Cohen Group,Technology,1786781,lisawarner@example.com,1521,Ana Lane,Automotive,284201,3.9,63,375914,10388,2003,0.89
522,"Hubbard, Little and Matthews",Entertainment,652368,shannonosborne@example.com,1522,Erica Kent,Fashion,300825,4.0,78,148210,10446,1485,0.64
523,"Moore, Diaz and Williams",Automotive,1472759,crystallane@example.net,1523,Frederick Moss,Tech,225903,5.2,85,444790,47180,2675,0.77
524,"Stewart, Burns and Cooper",Apparel,1197770,davisjoe@example.net,1524,Tiffany Brooks,Sports,447091,3.2,77,434676,39738,2129,0.56
525,Munoz PLC,Automotive,339304,sharris@example.com,1525,Cory Moore,Fitness,75483,4.7,74,460847,45536,1360,0.86
526,Patterson-Blanchard,Beverages,678559,pamela69@example.com,1526,Kimberly Tate,Travel,750851,3.9,86,429714,25126,358,0.79
527,Sandoval-Valdez,Automotive,619583,vward@example.net,1527,Mary Cook,Food,796914,4.3,91,263608,3982,356,0.81
528,Wallace-Pittman,Apparel,1880627,emily07@example.org,1528,Victoria Crosby,Sports,266377,2.3,66,62736,45783,2074,0.64
529,"Hernandez, Suarez and Davis",Health & Wellness,359186,parkermary@example.net,1529,Scott Maxwell,Fitness,688628,5.9,83,98914,16438,1855,0.55
530,Johnson-Henderson,Entertainment,1232832,thomasowens@example.org,1530,Leslie Liu,Automotive,559792,4.5,94,164553,31008,2862,0.75
531,"Sims, Payne and Bridges",Automotive,1294687,udavidson@example.net,1531,Karen Russo,Sports,207743,2.4,64,173927,21753,1037,0.83
532,Moss-Charles,Fashion,1295683,jamie10@example.com,1532,Jonathan Fleming,Fitness,291713,2.2,65,157014,11936,2178,0.58
533,Sampson Inc,Health & Wellness,1727011,xkeith@example.com,1533,Nathan Ruiz,Sports,93232,3.3,63,296375,42882,2336,0.53
534,Mcguire-Santiago,Beverages,1748522,danielle@example.org,1534,Brandy Hunt,Automotive,106361,3.0,83,172429,4106,327,0.57
535,"Leonard, Walker and Gray",Automotive,683944,heatherclark@example.org,1535,Jacqueline Phillips,Fitness,399462,2.4,59,324830,20903,1817,0.9
536,Ward Ltd,Health & Wellness,1726805,agrimes@example.com,1536,Aaron Green,Fashion,190470,2.5,69,226641,15178,1762,0.55
537,"Jones, Grant and Baker",Apparel,949565,anthonygreen@example.com,1537,Susan Taylor,Automotive,989653,5.9,93,24038,11089,843,0.82
538,"Castaneda, Smith and Bell",Automotive,1408617,asanders@example.org,1538,Ryan Adams,Food,477366,2.5,62,431642,9576,2597,0.66
539,Velez Inc,Automotive,599833,fernandolewis@example.com,1539,Kevin Mitchell,Sports,901284,2.0,56,462333,41513,2254,0.71
540,"Sherman, Garcia and Martinez",Entertainment,1253496,lisa09@example.com,1540,Jo Fisher,Travel,388891,3.3,60,458673,6640,2866,0.71
541,Cook-Thompson,Food & Beverage,381284,blancharddylan@example.com,1541,Taylor Meyer,Food,862832,4.2,55,85781,34115,764,0.89
542,Fitzgerald-Mata,Fashion,1273872,stewartjohn@example.net,1542,Micheal Johnson,Lifestyle,192991,3.9,59,123332,28657,958,0.77
543,"Johnson, Johnson and Gutierrez",Automotive,591154,robert07@example.net,1543,Allison Andrews,Travel,592609,5.0,83,49949,41287,536,0.5
544,"Shepherd, Lopez and Boyer",Apparel,458950,bradleyjohn@example.org,1544,Paul Reed,Tech,399794,4.8,65,451967,36725,1841,0.82
545,"Williams, Nicholson and Vincent",Beverages,501384,william47@example.net,1545,Brian Skinner,Lifestyle,437045,2.3,72,8513,46547,1725,0.81
546,Lee Ltd,Entertainment,1178849,edward98@example.net,1546,Natalie Gardner,Lifestyle,487399,5.2,84,245932,10055,973,0.72
547,Sullivan-Salazar,Fashion,1653777,palmerrobin@example.org,1547,Christine Terrell,Fitness,767852,5.1,61,291768,26858,2403,0.81
548,Neal Ltd,Entertainment,844650,freemanbrandon@example.org,1548,Jessica Thornton,Lifestyle,230380,4.2,66,218993,30085,990,0.76
549,Smith Inc,Food & Beverage,769973,marissachurch@example.org,1549,Joyce Fuller,Tech,944377,4.9,80,135517,32941,699,0.63
550,Watts-Marks,Fashion,973325,robertgordon@example.net,1550,Michael Logan,Travel,109557,5.3,70,397646,38729,2278,0.89
551,Hahn-Vega,Health & Wellness,1496248,vanessa20@example.net,1551,Dr. Rhonda Ortega,Fashion,286447,4.6,75,288579,46429,925,0.78
552,Jackson and Sons,Beverages,1154609,andrewvega@example.com,1552,Angela Harrington,Fashion,264827,5.6,71,434777,49237,1334,0.52
553,"Mcgee, Monroe and Edwards",Technology,1966893,ystephens@example.net,1553,Steven Garza,Lifestyle,756708,3.3,65,210946,26629,242,0.74
554,"Patton, Rice and Cole",Health & Wellness,1307155,rhill@example.com,1554,Angel Gomez,Fashion,391427,4.0,87,446821,38102,644,0.69
555,"Mosley, Hubbard and Moore",Fashion,1656139,zyoung@example.com,1555,Dylan Rose,Fitness,713426,5.0,95,497175,23905,701,0.91
556,"Moore, Thompson and Pope",Beverages,592309,qpeterson@example.org,1556,Katie Delacruz,Fashion,463461,3.9,95,437725,43730,1327,0.81
557,"Barnes, Allen and Edwards",Entertainment,1623807,pattersonsheri@example.net,1557,Crystal Hansen,Food,460189,5.3,88,44633,21785,2681,0.63
558,Reynolds-Howell,Food & Beverage,1338323,brooksbobby@example.org,1558,Matthew Robinson,Fashion,382737,3.9,93,216243,42531,993,0.74
559,"Howard, Barker and Mora",Food & Beverage,616033,michael26@example.net,1559,Jeanette Mcgee,Automotive,326306,5.1,55,151190,28972,603,0.92
560,Summers-Calderon,Entertainment,1293860,lauramorales@example.org,1560,Christian Weaver,Lifestyle,598378,3.9,58,284397,40769,2142,0.57
561,"Arnold, Fox and Gilbert",Food & Beverage,1925680,thomas29@example.org,1561,Alyssa Cabrera,Sports,985489,3.1,89,7050,43726,1476,0.88
562,Garcia Inc,Apparel,705207,ruth14@example.com,1562,Sierra Jones,Lifestyle,398285,2.3,60,194431,34481,2202,0.74
563,Romero Ltd,Automotive,1800648,sethhaas@example.net,1563,Mary Sanchez,Automotive,628797,3.0,52,428614,24361,1065,0.62
564,Nielsen Group,Apparel,1760948,rebeccaanderson@example.com,1564,Katherine Edwards,Fitness,377607,3.9,91,34172,25064,1167,0.91
565,"Wiggins, Beck and Anderson",Food & Beverage,1451714,harristiffany@example.org,1565,Steven Sanders,Automotive,707746,5.3,79,211357,17930,2519,0.93
566,"Turner, Mitchell and Murphy",Fashion,884920,agriffith@example.net,1566,James Gallegos,Automotive,376106,5.8,68,136522,3635,979,0.89
567,Smith-Smith,Entertainment,1080057,manuelfarmer@example.org,1567,Shelby Holmes,Fitness,794192,2.5,65,111042,31708,2257,0.59
568,Andersen-Garcia,Automotive,660246,cindyneal@example.net,1568,John Sparks,Fashion,303322,5.8,88,270207,35894,496,0.89
569,Frederick-Tran,Technology,1497144,jacobsconnie@example.net,1569,Lindsey Smith,Tech,932957,5.4,54,138297,19874,2029,0.66
570,Kim Ltd,Apparel,1982234,kjefferson@example.org,1570,Thomas Green,Fashion,314789,2.8,59,270304,10108,707,0.63
571,Carlson Ltd,Automotive,1688298,hbennett@example.org,1571,Kyle Atkinson,Tech,391155,3.8,61,490340,22503,697,0.77
572,Vargas Ltd,Food & Beverage,863091,gardnercody@example.net,1572,Ross Hamilton,Fitness,345643,4.7,88,57281,2284,1188,0.54
573,"Blankenship, Santos and Brewer",Entertainment,158204,ilee@example.org,1573,Joseph Watson,Lifestyle,53447,2.3,80,223925,22373,2235,0.61
574,"Allen, Mendez and Kirby",Automotive,449479,nicole35@example.net,1574,Jordan Johnson,Sports,223874,3.0,86,136888,26657,694,0.59
575,"Spencer, Buckley and Williams",Fashion,1869742,dreyes@example.com,1575,Jason Paul,Food,640987,3.1,78,249408,37459,1284,0.72
576,Cervantes Group,Food & Beverage,1971109,sheilaibarra@example.net,1576,Rodney Bennett,Tech,285908,2.2,89,7247,45149,1310,0.87
577,"Murray, Reed and Sims",Technology,1460648,charles03@example.net,1577,James Bullock,Fashion,375877,4.7,84,5623,34427,896,0.94
578,"Holloway, Avila and Schmidt",Health & Wellness,756397,hubermarc@example.net,1578,Julie Wolfe,Fashion,820642,2.4,77,369220,39490,1305,0.95
579,Adams LLC,Apparel,1482017,panderson@example.net,1579,Elizabeth Kaufman,Food,758883,2.2,93,481478,35652,1225,0.63
580,Cohen-Smith,Beverages,627282,michaelbrennan@example.com,1580,Jessica Smith,Fitness,851036,3.2,94,106067,17392,2024,0.89
581,Reyes Inc,Automotive,1644542,rebeccaduncan@example.net,1581,Rebekah Stevens,Fitness,269575,3.7,53,427242,37049,2014,0.7
582,Patterson Ltd,Food & Beverage,1881932,briantapia@example.net,1582,Miss Alicia Turner,Fitness,618186,5.4,60,283416,27931,448,0.52
583,"Edwards, Taylor and Martinez",Automotive,723979,allendean@example.net,1583,Todd Lynn,Fashion,720730,3.0,59,193000,27215,674,0.89
584,Murphy-Ortega,Automotive,1485903,sullivanlaura@example.org,1584,Raymond Porter MD,Fitness,268392,2.8,88,299178,27100,277,0.68
585,"Anderson, Lara and Flores",Food & Beverage,1421366,ijensen@example.org,1585,Cathy Patterson,Lifestyle,224333,3.2,88,273111,16638,1140,0.77
586,"Sutton, Hughes and Greer",Food & Beverage,100868,brookecox@example.org,1586,Elizabeth Ray,Fashion,913015,3.9,71,232987,35123,2693,0.81
587,King PLC,Fashion,1374300,piercenathan@example.net,1587,Michele Zimmerman,Automotive,489528,4.0,92,171253,5711,2119,0.53
588,Anderson PLC,Apparel,844427,dennissilva@example.org,1588,Donna Banks,Fitness,363406,5.4,85,188549,39163,1773,0.51
589,Carney-Martinez,Fashion,861597,cory27@example.net,1589,Heather Fernandez,Automotive,517814,3.1,50,336084,34552,670,0.91
590,Larson PLC,Apparel,1856797,williampatel@example.org,1590,Cindy Case,Lifestyle,372927,3.5,79,153420,3962,2572,0.55
591,Cook Inc,Beverages,571164,walshmatthew@example.com,1591,Christina Townsend,Fitness,174286,2.8,74,11579,39764,1620,0.93
592,Fox-Cook,Apparel,677951,michaellove@example.net,1592,Robert Gutierrez,Sports,127337,4.4,54,349071,15263,2430,0.89
593,Savage-Howe,Apparel,430325,rachael07@example.com,1593,Derrick Taylor,Fashion,165540,4.4,68,244731,49366,556,0.72
594,Jackson-Bryan,Automotive,1095044,barbarawilson@example.org,1594,Matthew Le,Tech,564838,4.0,81,476688,29056,914,0.57
595,"Martin, Gordon and Thomas",Technology,1972638,kennethjohnson@example.net,1595,Carla Schaefer,Fitness,686303,5.9,75,46578,11189,1505,0.79
596,Wilson PLC,Automotive,511137,mhall@example.com,1596,Shannon Jones,Food,551326,4.3,79,239990,9322,1185,0.7
597,"Estrada, Stewart and Berry",Food & Beverage,1622430,derek36@example.net,1597,Matthew Stewart,Fitness,854638,4.0,84,480356,26571,781,0.6
598,"Cruz, Soto and Swanson",Fashion,1549704,davisjennifer@example.com,1598,Lynn Howard,Automotive,160262,5.4,55,135949,26506,1365,0.77
599,"Chen, Burns and Kidd",Fashion,319008,lbrown@example.com,1599,Brian Mckenzie,Fashion,765115,5.3,63,111073,43311,661,0.76
